Name,Symptom,Age,Gender,Back,Chest,Triceps,Bicep/Forearm,Quadriceps,Hamstrings/Glutes,Calf/Abductor,Core/Ab,Shoulder,Mobility
Huntington's,Balancing issues,30-50,M,"deadlift,lat-pull-down,back-extension,superman,romanian-deadlift","barbell-bench-press,chest-flyes,chest-dips,pushup,incline-pushup","rope-pushdown,tricep-extension,tricep-kickback,diamond-push-up,tricep-rope-pull-down","bicep-curls,preacher-curls,hammer-curls,reverse-curls,farmer's-walk","bulgarian-split-squat,deadlift,barbell-squat,reverse-lunge,forward-lunge","bulgarian-split-squat,glute-bridge,single-leg-squat,walking-lunge,kettleball-swing","side-leg-raise,seated-calf-raise,clamshell-exercise,cable-hip-abduction,skipping","crunch,superman,dead-bug,side-plank,pull-up","seated-lateral-raise,seated-front-raise,resistance-band-shoulder-press,seated-rear-delt-fly,seated-cable-row","seated-row,cycling,elliptical-trainer,seated-leg-extension,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"deadlift,lat-pull-down,back-extension,pull-up,dumbbell-pullover","barbell-bench-press,chest-flyes,chest-dips,dumbbell-pullover,decline-bench-press","rope-pushdown,tricep-extension,tricep-kickback,overhead-tricep-extension,skull-crusher","bicep-curls,preacher-curls,hammer-curls,concentration-curls,zottman-curls","bulgarian-split-squat,deadlift,barbell-squat,leg-press,kettleball-sumo-squat","bulgarian-split-squat,glute-bridge,single-leg-squat,glute-hamstring-raise,step-up","side-leg-raise,seated-calf-raise,clamshell-exercise,calf-press,resistance-band-lateral-walk","crunch,superman,dead-bug,bird-dog,deadlift","seated-lateral-raise,seated-front-raise,resistance-band-shoulder-press,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","seated-row,cycling,elliptical-trainer,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,M,"deadlift,lat-pull-down,back-extension,pull-up,romanian-deadlift","barbell-bench-press,chest-flyes,chest-dips,dumbbell-pullover,incline-pushup","rope-pushdown,tricep-extension,tricep-kickback,overhead-tricep-extension,tricep-rope-pull-down","bicep-curls,preacher-curls,hammer-curls,concentration-curls,farmer's-walk","bulgarian-split-squat,deadlift,barbell-squat,leg-press,forward-lunge","bulgarian-split-squat,glute-bridge,single-leg-squat,glute-hamstring-raise,kettleball-swing","side-leg-raise,seated-calf-raise,clamshell-exercise,calf-press,skipping","crunch,superman,dead-bug,bird-dog,pull-up","seated-lateral-raise,seated-front-raise,resistance-band-shoulder-press,resistance-band-external-rotation,seated-cable-row","seated-row,cycling,elliptical-trainer,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"deadlift,lat-pull-down,back-extension,dumbbell-pullover,romanian-deadlift","barbell-bench-press,chest-flyes,chest-dips,decline-bench-press,incline-pushup","rope-pushdown,tricep-extension,tricep-kickback,skull-crusher,tricep-rope-pull-down","bicep-curls,preacher-curls,hammer-curls,zottman-curls,farmer's-walk","bulgarian-split-squat,deadlift,barbell-squat,kettleball-sumo-squat,forward-lunge","bulgarian-split-squat,glute-bridge,single-leg-squat,step-up,kettleball-swing","side-leg-raise,seated-calf-raise,clamshell-exercise,resistance-band-lateral-walk,skipping","crunch,superman,dead-bug,deadlift,pull-up","seated-lateral-raise,seated-front-raise,resistance-band-shoulder-press,seated-dumbbell-shoulder-fly,seated-cable-row","seated-row,cycling,elliptical-trainer,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"deadlift,lat-pull-down,dumbbell-row,superman,pull-up","barbell-bench-press,chest-flyes,incline-bench-press,pushup,dumbbell-pullover","rope-pushdown,tricep-extension,close-grip-bench-press,diamond-push-up,overhead-tricep-extension","bicep-curls,preacher-curls,chin-ups,reverse-curls,concentration-curls","bulgarian-split-squat,deadlift,pistol-squat,reverse-lunge,leg-press","bulgarian-split-squat,glute-bridge,hip-thrust,walking-lunge,glute-hamstring-raise","side-leg-raise,seated-calf-raise,donkey-calf-exercise,cable-hip-abduction,calf-press","crunch,superman,glute-bridge,side-plank,bird-dog","seated-lateral-raise,seated-front-raise,seated-dumbbell-shrug,seated-rear-delt-fly,resistance-band-external-rotation","seated-row,cycling,treadmill,seated-leg-extension,standing-calf-raise"
Huntington's,Balancing issues,30-50,F,"deadlift,lat-pull-down,dumbbell-row,superman,dumbbell-pullover","barbell-bench-press,chest-flyes,incline-bench-press,pushup,decline-bench-press","rope-pushdown,tricep-extension,close-grip-bench-press,diamond-push-up,skull-crusher","bicep-curls,preacher-curls,chin-ups,reverse-curls,zottman-curls","bulgarian-split-squat,deadlift,pistol-squat,reverse-lunge,kettleball-sumo-squat","bulgarian-split-squat,glute-bridge,hip-thrust,walking-lunge,step-up","side-leg-raise,seated-calf-raise,donkey-calf-exercise,cable-hip-abduction,resistance-band-lateral-walk","crunch,superman,glute-bridge,side-plank,deadlift","seated-lateral-raise,seated-front-raise,seated-dumbbell-shrug,seated-rear-delt-fly,seated-dumbbell-shoulder-fly","seated-row,cycling,treadmill,seated-leg-extension,lat-pull-down"
Huntington's,Balancing issues,30-50,M,"deadlift,lat-pull-down,dumbbell-row,superman,romanian-deadlift","barbell-bench-press,chest-flyes,incline-bench-press,pushup,incline-pushup","rope-pushdown,tricep-extension,close-grip-bench-press,diamond-push-up,tricep-rope-pull-down","bicep-curls,preacher-curls,chin-ups,reverse-curls,farmer's-walk","bulgarian-split-squat,deadlift,pistol-squat,reverse-lunge,forward-lunge","bulgarian-split-squat,glute-bridge,hip-thrust,walking-lunge,kettleball-swing","side-leg-raise,seated-calf-raise,donkey-calf-exercise,cable-hip-abduction,skipping","crunch,superman,glute-bridge,side-plank,pull-up","seated-lateral-raise,seated-front-raise,seated-dumbbell-shrug,seated-rear-delt-fly,seated-cable-row","seated-row,cycling,treadmill,seated-leg-extension,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"deadlift,lat-pull-down,dumbbell-row,pull-up,dumbbell-pullover","barbell-bench-press,chest-flyes,incline-bench-press,dumbbell-pullover,decline-bench-press","rope-pushdown,tricep-extension,close-grip-bench-press,overhead-tricep-extension,skull-crusher","bicep-curls,preacher-curls,chin-ups,concentration-curls,zottman-curls","bulgarian-split-squat,deadlift,pistol-squat,leg-press,kettleball-sumo-squat","bulgarian-split-squat,glute-bridge,hip-thrust,glute-hamstring-raise,step-up","side-leg-raise,seated-calf-raise,donkey-calf-exercise,calf-press,resistance-band-lateral-walk","crunch,superman,glute-bridge,bird-dog,deadlift","seated-lateral-raise,seated-front-raise,seated-dumbbell-shrug,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","seated-row,cycling,treadmill,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,M,"deadlift,lat-pull-down,dumbbell-row,pull-up,romanian-deadlift","barbell-bench-press,chest-flyes,incline-bench-press,dumbbell-pullover,incline-pushup","rope-pushdown,tricep-extension,close-grip-bench-press,overhead-tricep-extension,tricep-rope-pull-down","bicep-curls,preacher-curls,chin-ups,concentration-curls,farmer's-walk","bulgarian-split-squat,deadlift,pistol-squat,leg-press,forward-lunge","bulgarian-split-squat,glute-bridge,hip-thrust,glute-hamstring-raise,kettleball-swing","side-leg-raise,seated-calf-raise,donkey-calf-exercise,calf-press,skipping","crunch,superman,glute-bridge,deadlift,pull-up","seated-lateral-raise,seated-front-raise,seated-dumbbell-shrug,resistance-band-external-rotation,seated-cable-row","seated-row,cycling,treadmill,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"deadlift,lat-pull-down,dumbbell-row,dumbbell-pullover,romanian-deadlift","barbell-bench-press,chest-flyes,incline-bench-press,decline-bench-press,incline-pushup","rope-pushdown,tricep-extension,close-grip-bench-press,skull-crusher,tricep-rope-pull-down","bicep-curls,preacher-curls,chin-ups,zottman-curls,farmer's-walk","bulgarian-split-squat,deadlift,pistol-squat,kettleball-sumo-squat,forward-lunge","bulgarian-split-squat,glute-bridge,hip-thrust,step-up,kettleball-swing","side-leg-raise,seated-calf-raise,donkey-calf-exercise,resistance-band-lateral-walk,skipping","crunch,superman,glute-bridge,bird-dog,pull-up","seated-lateral-raise,seated-front-raise,seated-dumbbell-shrug,seated-dumbbell-shoulder-fly,seated-cable-row","seated-row,cycling,treadmill,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"deadlift,lat-pull-down,superman,pull-up,romanian-deadlift","barbell-bench-press,chest-flyes,pushup,dumbbell-pullover,incline-pushup","rope-pushdown,tricep-extension,diamond-push-up,overhead-tricep-extension,tricep-rope-pull-down","bicep-curls,preacher-curls,reverse-curls,concentration-curls,farmer's-walk","bulgarian-split-squat,deadlift,reverse-lunge,leg-press,forward-lunge","bulgarian-split-squat,glute-bridge,walking-lunge,glute-hamstring-raise,kettleball-swing","side-leg-raise,seated-calf-raise,cable-hip-abduction,calf-press,skipping","crunch,superman,side-plank,bird-dog,pull-up","seated-lateral-raise,seated-front-raise,seated-rear-delt-fly,resistance-band-external-rotation,seated-cable-row","seated-row,cycling,seated-leg-extension,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"deadlift,lat-pull-down,superman,dumbbell-pullover,romanian-deadlift","barbell-bench-press,chest-flyes,pushup,decline-bench-press,incline-pushup","rope-pushdown,tricep-extension,diamond-push-up,skull-crusher,tricep-rope-pull-down","bicep-curls,preacher-curls,reverse-curls,zottman-curls,farmer's-walk","bulgarian-split-squat,deadlift,reverse-lunge,kettleball-sumo-squat,forward-lunge","bulgarian-split-squat,glute-bridge,walking-lunge,step-up,kettleball-swing","side-leg-raise,seated-calf-raise,cable-hip-abduction,resistance-band-lateral-walk,skipping","crunch,superman,side-plank,deadlift,pull-up","seated-lateral-raise,seated-front-raise,seated-rear-delt-fly,seated-dumbbell-shoulder-fly,seated-cable-row","seated-row,cycling,seated-leg-extension,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"deadlift,back-extension,dumbbell-row,superman,pull-up","barbell-bench-press,chest-dips,incline-bench-press,pushup,dumbbell-pullover","rope-pushdown,tricep-kickback,close-grip-bench-press,diamond-push-up,overhead-tricep-extension","bicep-curls,hammer-curls,chin-ups,reverse-curls,concentration-curls","bulgarian-split-squat,barbell-squat,pistol-squat,reverse-lunge,leg-press","bulgarian-split-squat,single-leg-squat,hip-thrust,walking-lunge,glute-hamstring-raise","side-leg-raise,clamshell-exercise,donkey-calf-exercise,cable-hip-abduction,calf-press","crunch,dead-bug,glute-bridge,side-plank,bird-dog","seated-lateral-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-rear-delt-fly,resistance-band-external-rotation","seated-row,elliptical-trainer,treadmill,seated-leg-extension,standing-calf-raise"
Huntington's,Balancing issues,30-50,F,"deadlift,back-extension,dumbbell-row,superman,dumbbell-pullover","barbell-bench-press,chest-dips,incline-bench-press,pushup,decline-bench-press","rope-pushdown,tricep-kickback,close-grip-bench-press,diamond-push-up,skull-crusher","bicep-curls,hammer-curls,chin-ups,reverse-curls,zottman-curls","bulgarian-split-squat,barbell-squat,pistol-squat,reverse-lunge,kettleball-sumo-squat","bulgarian-split-squat,single-leg-squat,hip-thrust,walking-lunge,step-up","side-leg-raise,clamshell-exercise,donkey-calf-exercise,cable-hip-abduction,resistance-band-lateral-walk","crunch,dead-bug,glute-bridge,side-plank,deadlift","seated-lateral-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-rear-delt-fly,seated-dumbbell-shoulder-fly","seated-row,elliptical-trainer,treadmill,seated-leg-extension,lat-pull-down"
Huntington's,Balancing issues,30-50,M,"deadlift,back-extension,dumbbell-row,superman,romanian-deadlift","barbell-bench-press,chest-dips,incline-bench-press,pushup,incline-pushup","rope-pushdown,tricep-kickback,close-grip-bench-press,diamond-push-up,tricep-rope-pull-down","bicep-curls,hammer-curls,chin-ups,reverse-curls,farmer's-walk","bulgarian-split-squat,barbell-squat,pistol-squat,reverse-lunge,forward-lunge","bulgarian-split-squat,single-leg-squat,hip-thrust,walking-lunge,kettleball-swing","side-leg-raise,clamshell-exercise,donkey-calf-exercise,cable-hip-abduction,skipping","crunch,dead-bug,glute-bridge,side-plank,pull-up","seated-lateral-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-rear-delt-fly,seated-cable-row","seated-row,elliptical-trainer,treadmill,seated-leg-extension,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"deadlift,back-extension,dumbbell-row,pull-up,dumbbell-pullover","barbell-bench-press,chest-dips,incline-bench-press,dumbbell-pullover,decline-bench-press","rope-pushdown,tricep-kickback,close-grip-bench-press,overhead-tricep-extension,skull-crusher","bicep-curls,hammer-curls,chin-ups,concentration-curls,zottman-curls","bulgarian-split-squat,barbell-squat,pistol-squat,leg-press,kettleball-sumo-squat","bulgarian-split-squat,single-leg-squat,hip-thrust,glute-hamstring-raise,step-up","side-leg-raise,clamshell-exercise,donkey-calf-exercise,calf-press,resistance-band-lateral-walk","crunch,dead-bug,glute-bridge,bird-dog,deadlift","seated-lateral-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","seated-row,elliptical-trainer,treadmill,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,M,"deadlift,back-extension,dumbbell-row,pull-up,romanian-deadlift","barbell-bench-press,chest-dips,incline-bench-press,dumbbell-pullover,incline-pushup","rope-pushdown,tricep-kickback,close-grip-bench-press,overhead-tricep-extension,tricep-rope-pull-down","bicep-curls,hammer-curls,chin-ups,concentration-curls,farmer's-walk","bulgarian-split-squat,barbell-squat,pistol-squat,leg-press,forward-lunge","bulgarian-split-squat,single-leg-squat,hip-thrust,glute-hamstring-raise,kettleball-swing","side-leg-raise,clamshell-exercise,donkey-calf-exercise,calf-press,skipping","crunch,dead-bug,glute-bridge,deadlift,pull-up","seated-lateral-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,resistance-band-external-rotation,seated-cable-row","seated-row,elliptical-trainer,treadmill,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"deadlift,back-extension,dumbbell-row,dumbbell-pullover,romanian-deadlift","barbell-bench-press,chest-dips,incline-bench-press,decline-bench-press,incline-pushup","rope-pushdown,tricep-kickback,close-grip-bench-press,skull-crusher,tricep-rope-pull-down","bicep-curls,hammer-curls,chin-ups,zottman-curls,farmer's-walk","bulgarian-split-squat,barbell-squat,pistol-squat,kettleball-sumo-squat,forward-lunge","bulgarian-split-squat,single-leg-squat,hip-thrust,step-up,kettleball-swing","side-leg-raise,clamshell-exercise,donkey-calf-exercise,resistance-band-lateral-walk,skipping","crunch,dead-bug,glute-bridge,bird-dog,pull-up","seated-lateral-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-dumbbell-shoulder-fly,seated-cable-row","seated-row,elliptical-trainer,treadmill,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"deadlift,back-extension,superman,pull-up,dumbbell-pullover","barbell-bench-press,chest-dips,pushup,dumbbell-pullover,decline-bench-press","rope-pushdown,tricep-kickback,diamond-push-up,overhead-tricep-extension,skull-crusher","bicep-curls,hammer-curls,reverse-curls,concentration-curls,zottman-curls","bulgarian-split-squat,barbell-squat,reverse-lunge,leg-press,kettleball-sumo-squat","bulgarian-split-squat,single-leg-squat,walking-lunge,glute-hamstring-raise,step-up","side-leg-raise,clamshell-exercise,cable-hip-abduction,calf-press,resistance-band-lateral-walk","crunch,dead-bug,side-plank,bird-dog,deadlift","seated-lateral-raise,resistance-band-shoulder-press,seated-rear-delt-fly,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","seated-row,elliptical-trainer,seated-leg-extension,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"deadlift,back-extension,superman,pull-up,romanian-deadlift","barbell-bench-press,chest-dips,pushup,dumbbell-pullover,incline-pushup","rope-pushdown,tricep-kickback,diamond-push-up,overhead-tricep-extension,tricep-rope-pull-down","bicep-curls,hammer-curls,reverse-curls,concentration-curls,farmer's-walk","bulgarian-split-squat,barbell-squat,reverse-lunge,leg-press,forward-lunge","bulgarian-split-squat,single-leg-squat,walking-lunge,glute-hamstring-raise,kettleball-swing","side-leg-raise,clamshell-exercise,cable-hip-abduction,calf-press,skipping","crunch,dead-bug,side-plank,bird-dog,pull-up","seated-lateral-raise,resistance-band-shoulder-press,seated-rear-delt-fly,resistance-band-external-rotation,seated-cable-row","seated-row,elliptical-trainer,seated-leg-extension,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"deadlift,back-extension,pull-up,dumbbell-pullover,romanian-deadlift","barbell-bench-press,chest-dips,pushup,decline-bench-press,incline-pushup","rope-pushdown,tricep-kickback,diamond-push-up,skull-crusher,tricep-rope-pull-down","bicep-curls,hammer-curls,reverse-curls,zottman-curls,farmer's-walk","bulgarian-split-squat,barbell-squat,reverse-lunge,kettleball-sumo-squat,forward-lunge","bulgarian-split-squat,single-leg-squat,walking-lunge,step-up,kettleball-swing","side-leg-raise,clamshell-exercise,cable-hip-abduction,resistance-band-lateral-walk,skipping","crunch,dead-bug,side-plank,deadlift,pull-up","seated-lateral-raise,resistance-band-shoulder-press,seated-rear-delt-fly,seated-dumbbell-shoulder-fly,seated-cable-row","seated-row,elliptical-trainer,seated-leg-extension,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"deadlift,back-extension,superman,dumbbell-pullover,romanian-deadlift","barbell-bench-press,chest-dips,dumbbell-pullover,decline-bench-press,incline-pushup","rope-pushdown,tricep-kickback,overhead-tricep-extension,skull-crusher,tricep-rope-pull-down","bicep-curls,hammer-curls,concentration-curls,zottman-curls,farmer's-walk","bulgarian-split-squat,barbell-squat,leg-press,kettleball-sumo-squat,forward-lunge","bulgarian-split-squat,single-leg-squat,glute-hamstring-raise,step-up,kettleball-swing","side-leg-raise,clamshell-exercise,calf-press,resistance-band-lateral-walk,skipping","crunch,dead-bug,bird-dog,deadlift,pull-up","seated-lateral-raise,resistance-band-shoulder-press,resistance-band-external-rotation,seated-dumbbell-shoulder-fly,seated-cable-row","seated-row,elliptical-trainer,standing-calf-raise,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"deadlift,dumbbell-row,superman,pull-up,dumbbell-pullover","barbell-bench-press,incline-bench-press,pushup,dumbbell-pullover,decline-bench-press","rope-pushdown,close-grip-bench-press,diamond-push-up,overhead-tricep-extension,skull-crusher","bicep-curls,chin-ups,reverse-curls,concentration-curls,zottman-curls","bulgarian-split-squat,pistol-squat,reverse-lunge,leg-press,kettleball-sumo-squat","bulgarian-split-squat,hip-thrust,walking-lunge,glute-hamstring-raise,step-up","side-leg-raise,donkey-calf-exercise,cable-hip-abduction,calf-press,resistance-band-lateral-walk","crunch,glute-bridge,side-plank,bird-dog,deadlift","seated-lateral-raise,seated-dumbbell-shrug,seated-rear-delt-fly,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","seated-row,treadmill,seated-leg-extension,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"deadlift,dumbbell-row,superman,pull-up,romanian-deadlift","barbell-bench-press,incline-bench-press,pushup,dumbbell-pullover,incline-pushup","rope-pushdown,close-grip-bench-press,diamond-push-up,overhead-tricep-extension,tricep-rope-pull-down","bicep-curls,chin-ups,reverse-curls,concentration-curls,farmer's-walk","bulgarian-split-squat,pistol-squat,reverse-lunge,leg-press,forward-lunge","bulgarian-split-squat,hip-thrust,walking-lunge,glute-hamstring-raise,kettleball-swing","side-leg-raise,donkey-calf-exercise,cable-hip-abduction,calf-press,skipping","crunch,glute-bridge,side-plank,bird-dog,pull-up","seated-lateral-raise,seated-dumbbell-shrug,seated-rear-delt-fly,resistance-band-external-rotation,seated-cable-row","seated-row,treadmill,seated-leg-extension,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"deadlift,dumbbell-row,superman,dumbbell-pullover,romanian-deadlift","barbell-bench-press,incline-bench-press,pushup,decline-bench-press,incline-pushup","rope-pushdown,close-grip-bench-press,diamond-push-up,skull-crusher,tricep-rope-pull-down","bicep-curls,chin-ups,reverse-curls,zottman-curls,farmer's-walk","bulgarian-split-squat,pistol-squat,reverse-lunge,kettleball-sumo-squat,forward-lunge","bulgarian-split-squat,hip-thrust,walking-lunge,step-up,kettleball-swing","side-leg-raise,donkey-calf-exercise,cable-hip-abduction,resistance-band-lateral-walk,skipping","crunch,glute-bridge,bird-dog,deadlift,pull-up","seated-lateral-raise,seated-dumbbell-shrug,seated-rear-delt-fly,seated-dumbbell-shoulder-fly,seated-cable-row","seated-row,treadmill,seated-leg-extension,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"deadlift,dumbbell-row,pull-up,dumbbell-pullover,romanian-deadlift","barbell-bench-press,incline-bench-press,dumbbell-pullover,decline-bench-press,incline-pushup","rope-pushdown,close-grip-bench-press,overhead-tricep-extension,skull-crusher,tricep-rope-pull-down","bicep-curls,chin-ups,concentration-curls,zottman-curls,farmer's-walk","bulgarian-split-squat,pistol-squat,leg-press,kettleball-sumo-squat,forward-lunge","bulgarian-split-squat,hip-thrust,glute-hamstring-raise,step-up,kettleball-swing","side-leg-raise,donkey-calf-exercise,calf-press,resistance-band-lateral-walk,skipping","crunch,glute-bridge,side-plank,deadlift,pull-up","seated-lateral-raise,seated-dumbbell-shrug,resistance-band-external-rotation,seated-dumbbell-shoulder-fly,seated-cable-row","seated-row,treadmill,standing-calf-raise,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"lat-pull-down,back-extension,dumbbell-row,superman,dumbbell-pullover","chest-flyes,chest-dips,incline-bench-press,pushup,decline-bench-press","tricep-extension,tricep-kickback,close-grip-bench-press,diamond-push-up,skull-crusher","preacher-curls,hammer-curls,chin-ups,reverse-curls,zottman-curls","deadlift,barbell-squat,pistol-squat,reverse-lunge,kettleball-sumo-squat","glute-bridge,single-leg-squat,hip-thrust,walking-lunge,step-up","seated-calf-raise,clamshell-exercise,donkey-calf-exercise,cable-hip-abduction,resistance-band-lateral-walk","superman,dead-bug,glute-bridge,side-plank,deadlift","seated-front-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-rear-delt-fly,seated-dumbbell-shoulder-fly","cycling,elliptical-trainer,treadmill,seated-leg-extension,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"lat-pull-down,back-extension,dumbbell-row,superman,romanian-deadlift","chest-flyes,chest-dips,incline-bench-press,pushup,incline-pushup","tricep-extension,tricep-kickback,close-grip-bench-press,diamond-push-up,tricep-rope-pull-down","preacher-curls,hammer-curls,chin-ups,reverse-curls,farmer's-walk","deadlift,barbell-squat,pistol-squat,reverse-lunge,forward-lunge","glute-bridge,single-leg-squat,hip-thrust,walking-lunge,kettleball-swing","seated-calf-raise,clamshell-exercise,donkey-calf-exercise,cable-hip-abduction,skipping","superman,dead-bug,glute-bridge,side-plank,pull-up","seated-front-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,seated-rear-delt-fly,seated-cable-row","cycling,elliptical-trainer,treadmill,seated-leg-extension,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"lat-pull-down,back-extension,dumbbell-row,pull-up,dumbbell-pullover","chest-flyes,chest-dips,incline-bench-press,dumbbell-pullover,decline-bench-press","tricep-extension,tricep-kickback,close-grip-bench-press,overhead-tricep-extension,skull-crusher","preacher-curls,hammer-curls,chin-ups,concentration-curls,zottman-curls","deadlift,barbell-squat,pistol-squat,leg-press,kettleball-sumo-squat","glute-bridge,single-leg-squat,hip-thrust,glute-hamstring-raise,step-up","seated-calf-raise,clamshell-exercise,donkey-calf-exercise,calf-press,resistance-band-lateral-walk","superman,dead-bug,glute-bridge,bird-dog,deadlift","seated-front-raise,resistance-band-shoulder-press,seated-dumbbell-shrug,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","cycling,elliptical-trainer,treadmill,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,F,"lat-pull-down,back-extension,superman,pull-up,dumbbell-pullover","chest-flyes,chest-dips,pushup,dumbbell-pullover,decline-bench-press","tricep-extension,tricep-kickback,diamond-push-up,overhead-tricep-extension,skull-crusher","preacher-curls,hammer-curls,reverse-curls,concentration-curls,zottman-curls","deadlift,barbell-squat,reverse-lunge,leg-press,kettleball-sumo-squat","glute-bridge,single-leg-squat,walking-lunge,glute-hamstring-raise,step-up","seated-calf-raise,clamshell-exercise,cable-hip-abduction,calf-press,resistance-band-lateral-walk","superman,dead-bug,side-plank,bird-dog,deadlift","seated-front-raise,resistance-band-shoulder-press,seated-rear-delt-fly,resistance-band-external-rotation,seated-dumbbell-shoulder-fly","cycling,elliptical-trainer,seated-leg-extension,standing-calf-raise,lat-pull-down"
Huntington's,Balancing issues,30-50,M,"lat-pull-down,back-extension,superman,pull-up,romanian-deadlift","chest-flyes,chest-dips,pushup,dumbbell-pullover,incline-pushup","tricep-extension,tricep-kickback,diamond-push-up,overhead-tricep-extension,tricep-rope-pull-down","preacher-curls,hammer-curls,reverse-curls,concentration-curls,farmer's-walk","deadlift,barbell-squat,reverse-lunge,leg-press,forward-lunge","glute-bridge,single-leg-squat,walking-lunge,glute-hamstring-raise,kettleball-swing","seated-calf-raise,clamshell-exercise,cable-hip-abduction,calf-press,skipping","superman,dead-bug,side-plank,bird-dog,pull-up","seated-front-raise,resistance-band-shoulder-press,seated-rear-delt-fly,resistance-band-external-rotation,seated-cable-row","cycling,elliptical-trainer,seated-leg-extension,standing-calf-raise,seated-chest-press"
Huntington's,Balancing issues,30-50,F,"lat-pull-down,back-extension,pull-up,dumbbell-pullover,romanian-deadlift","chest-flyes,chest-dips,dumbbell-pullover,decline-bench-press,incline-pushup","tricep-extension,tricep-kickback,overhead-tricep-extension,skull-crusher,tricep-rope-pull-down","preacher-curls,hammer-curls,concentration-curls,zottman-curls,farmer's-walk","deadlift,barbell-squat,leg-press,kettleball-sumo-squat,forward-lunge","glute-bridge,single-leg-squat,glute-hamstring-raise,step-up,kettleball-swing","seated-calf-raise,clamshell-exercise,calf-press,resistance-band-lateral-walk,skipping","superman,dead-bug,bird-dog,deadlift,pull-up","seated-front-raise,resistance-band-shoulder-press,resistance-band-external-rotation,seated-dumbbell-shoulder-fly,seated-cable-row","cycling,elliptical-trainer,standing-calf-raise,lat-pull-down,seated-chest-press"
Huntington's,Balancing issues,30-50,M,"lat-pull-down,dumbbell-row,superman,pull-up,romanian-deadlift","chest-flyes,incline-bench-press,pushup,dumbbell-pullover,incline-pushup","tricep-extension,close-grip-bench-press,diamond-push-up,overhead-tricep-extension,tricep-rope-pull-down","preacher-curls,chin-ups,reverse-curls,concentration-curls,farmer's-walk","deadlift,pistol-squat,reverse-lunge,leg-press,forward-lunge","glute-bridge,hip-thrust,walking-lunge,glute-hamstring-raise,kettleball-swing","seated-calf-raise,donkey-calf-exercise,cable-hip-abduction,calf-press,skipping","superman,glute-bridge,side-plank,bird-dog,pull-up","seated-front-raise,seated-dumbbell-shrug,seated-rear-delt-fly,resistance-band-external-rotation,seated-cable-row","cycling,treadmill,seated-leg-extension,standing-calf-raise,seated-chest-press"
